Target gene	Representative transcript	Gene name	3P-seq tags + 5	Conserved sites total	Conserved 8mer sites	Conserved 7mer-m8 sites	Conserved 7mer-A1 sites	Poorly conserved sites total	Poorly conserved 8mer sites	Poorly conserved 7mer-m8 sites	Poorly conserved 7mer-A1 sites	6mer sites	Representative miRNA	Cumulative weighted context++ score	Total context++ score	Aggregate PCT	Previous TargetScan publication(s)
Slc20a1	ENSMUST00000028880.4	solute carrier family 20, member 1 	79	1	0	1	0	0	0	0	0	0	mmu-let-7f-5p	-0.41	-0.42	0.67	2005, 2007, 2009, 2011
Slc12a9	ENSMUST00000039991.8	solute carrier family 12 (potassium/chloride transporters), member 9 	24	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p	-0.41	-0.41	0.96	2005, 2007, 2009, 2011
B3gnt7	ENSMUST00000113306.3	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 7 	493	1	1	0	0	0	0	0	0	1	mmu-let-7d-5p	-0.41	-0.41	0.94	2009, 2011
Lrp11	ENSMUST00000130590.2	low density lipoprotein receptor-related protein 11 	114	1	1	0	0	0	0	0	0	1	mmu-let-7d-5p	-0.41	-0.41	< 0.1	
Igf2bp3	ENSMUST00000031838.7	insulin-like growth factor 2 mRNA binding protein 3 	351	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p	-0.41	-0.47	0.97	2007, 2009, 2011
Gramd3	ENSMUST00000070166.5	GRAM domain containing 3 	457	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p	-0.41	-0.41	0.74	2007, 2009, 2011
Ppp1r16b	ENSMUST00000052927.5	protein phosphatase 1, regulatory (inhibitor) subunit 16B 	1369	1	0	1	0	1	0	0	1	0	mmu-let-7d-5p	-0.40	-0.41	0.91	2005, 2007, 2009, 2011
Tgfbr3	ENSMUST00000031224.9	transforming growth factor, beta receptor III 	171	1	1	0	0	0	0	0	0	0	mmu-let-7g-5p	-0.40	-0.42	0.98	2009, 2011
Tmem41a	ENSMUST00000023562.7	transmembrane protein 41a 	283	1	0	1	0	0	0	0	0	0	mmu-let-7d-5p	-0.40	-0.46	0.87	2009, 2011
Plagl2	ENSMUST00000056924.8	pleiomorphic adenoma gene-like 2 	205	1	0	1	0	0	0	0	0	0	mmu-let-7b-5p	-0.40	-0.43	0.91	2005, 2007, 2009, 2011
Purb	ENSMUST00000179343.2	purine rich element binding protein B 	1875	1	0	0	1	0	0	0	0	1	mmu-let-7d-5p	-0.40	-0.44	0.62	2007
Elk4	ENSMUST00000086556.6	ELK4, member of ETS oncogene family 	84	1	0	1	0	0	0	0	0	0	mmu-let-7a-5p	-0.40	-0.63	0.94	
Pitpnm3	ENSMUST00000075258.7	PITPNM family member 3 	10	1	0	1	0	0	0	0	0	1	mmu-let-7f-5p	-0.40	-0.40	0.94	2009, 2011
Abhd17c	ENSMUST00000117085.1	abhydrolase domain containing 17C 	392	1	0	0	1	0	0	0	0	1	mmu-let-7d-5p	-0.40	-0.43	0.94	2009, 2011
Acvr2a	ENSMUST00000063886.3	activin receptor IIA 	293	2	0	0	2	0	0	0	0	1	mmu-let-7d-5p	-0.40	-0.64	> 0.99	2005, 2007, 2009, 2011
Fgf11	ENSMUST00000102585.1	fibroblast growth factor 11 	88	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p	-0.40	-0.43	0.95	2005, 2007
Stard13	ENSMUST00000110483.3	StAR-related lipid transfer (START) domain containing 13 	195	2	0	0	2	1	0	0	1	0	mmu-let-7d-5p	-0.40	-0.68	> 0.99	2005, 2007, 2009, 2011
Ddx26b	ENSMUST00000039374.3	DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 26B 	61	1	0	1	0	0	0	0	0	0	mmu-let-7f-5p	-0.40	-0.40	0.93	2005, 2009, 2011
Trim41	ENSMUST00000047145.8	tripartite motif-containing 41 	62	1	0	1	0	0	0	0	0	0	mmu-let-7f-5p	-0.40	-0.41	0.86	2005, 2009, 2011
G3bp1	ENSMUST00000018727.3	GTPase activating protein (SH3 domain) binding protein 1 	1747	1	1	0	0	2	1	0	1	0	mmu-let-7d-5p	-0.40	-0.75	0.97	
Zfp2	ENSMUST00000109129.2	zinc finger protein 2 	89	1	0	1	0	0	0	0	0	0	mmu-let-7g-5p	-0.39	-0.40	0.68	2009, 2011
Mgll	ENSMUST00000113585.3	monoglyceride lipase 	7037	1	0	1	0	1	0	0	1	0	mmu-let-7d-5p	-0.39	-0.40	0.93	2005, 2007, 2009, 2011
Ergic1	ENSMUST00000167662.2	endoplasmic reticulum-golgi intermediate compartment (ERGIC) 1 	2584	1	0	1	0	0	0	0	0	0	mmu-let-7b-5p	-0.39	-0.39	0.95	2009, 2011
Swt1	ENSMUST00000064771.6	SWT1 RNA endoribonuclease homolog (S. cerevisiae) 	233	1	0	1	0	0	0	0	0	0	mmu-let-7f-5p	-0.39	-0.42	0.88	2007, 2009, 2011
Dusp22	ENSMUST00000095914.5	dual specificity phosphatase 22 	552	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p	-0.39	-0.40	0.96	2009, 2011
Gpatch2	ENSMUST00000110943.3	G patch domain containing 2 	155	1	0	1	0	1	0	0	1	0	mmu-let-7a-5p	-0.39	-0.39	0.38	2009, 2011
Zmat4	ENSMUST00000042352.5	zinc finger, matrin type 4 	27	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p	-0.39	-0.59	0.90	2009, 2011
Rgs17	ENSMUST00000131996.2	regulator of G-protein signaling 17 	38	1	0	1	0	0	0	0	0	0	mmu-let-7a-5p	-0.39	-0.42	0.95	2011
AI464131	ENSMUST00000054920.4	expressed sequence AI464131 	549	1	0	1	0	0	0	0	0	2	mmu-let-7g-5p	-0.38	-0.39	0.95	2009, 2011
Slc2a12	ENSMUST00000042261.4	solute carrier family 2 (facilitated glucose transporter), member 12 	92	1	1	0	0	1	0	1	0	0	mmu-let-7f-5p	-0.38	-0.54	0.97	2007, 2009, 2011
Mab21l3	ENSMUST00000061831.5	mab-21-like 3 (C. elegans) 	15	1	0	1	0	0	0	0	0	1	mmu-let-7d-5p	-0.38	-0.38	0.95	2007, 2009, 2011
Mdfi	ENSMUST00000113280.2	MyoD family inhibitor 	13	1	0	1	0	0	0	0	0	0	mmu-let-7a-5p	-0.38	-0.38	0.94	2005, 2007, 2009, 2011
Espl1	ENSMUST00000064924.4	extra spindle pole bodies 1 (S. cerevisiae) 	533	1	0	1	0	0	0	0	0	0	mmu-let-7d-5p	-0.38	-0.38	0.64	2007, 2009, 2011
Taf9b	ENSMUST00000055497.9	TAF9B RNA polymerase II, TATA box binding protein (TBP)-associated factor 	484	1	1	0	0	0	0	0	0	1	mmu-let-7d-5p	-0.38	-0.41	0.85	2009, 2011
Hdx	ENSMUST00000113422.3	highly divergent homeobox 	22	1	0	1	0	1	0	0	1	0	mmu-let-7i-5p	-0.38	-0.38	0.96	2009, 2011
Eogt	ENSMUST00000113387.2	EGF domain-specific O-linked N-acetylglucosamine (GlcNAc) transferase 	630	2	0	1	1	0	0	0	0	0	mmu-let-7d-5p	-0.38	-0.66	0.96	2007, 2009, 2011
Polr3d	ENSMUST00000000793.6	polymerase (RNA) III (DNA directed) polypeptide D 	875	1	0	1	0	0	0	0	0	0	mmu-let-7f-5p	-0.38	-0.38	0.95	2005, 2007, 2009, 2011
Dpf2	ENSMUST00000136983.2	D4, zinc and double PHD fingers family 2 	1714	1	0	1	0	0	0	0	0	0	mmu-let-7g-5p	-0.38	-0.38	0.95	2005, 2007, 2009, 2011
Klhl23	ENSMUST00000053087.3	kelch-like 23 	362	1	0	1	0	0	0	0	0	1	mmu-let-7a-5p	-0.38	-0.38	0.94	2009, 2011
Tnfaip8l3	ENSMUST00000098760.3	tumor necrosis factor, alpha-induced protein 8-like 3 	14	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p	-0.38	-0.38	0.43	2005, 2007, 2009, 2011
Npepl1	ENSMUST00000044415.10	aminopeptidase-like 1 	1113	1	0	0	1	0	0	0	0	0	mmu-let-7b-5p	-0.38	-0.38	0.94	2005, 2007, 2009, 2011
Fndc3b	ENSMUST00000046157.4	fibronectin type III domain containing 3B 	367	2	0	0	2	0	0	0	0	0	mmu-let-7i-5p	-0.38	-0.40	0.98	2005, 2007, 2009, 2011
Lmln	ENSMUST00000023497.2	leishmanolysin-like (metallopeptidase M8 family) 	51	2	0	1	1	0	0	0	0	1	mmu-let-7d-5p	-0.38	-0.38	0.98	2009, 2011
Wnt9b	ENSMUST00000018630.2	wingless-type MMTV integration site 9B 	5	1	1	0	0	0	0	0	0	1	mmu-let-7d-5p	-0.38	-0.38	0.96	2009, 2011
Cd276	ENSMUST00000039788.5	CD276 antigen 	42	1	0	0	1	1	0	1	0	0	mmu-let-7b-5p	-0.37	-0.37	0.70	2007, 2009, 2011
Msr1	ENSMUST00000170091.1	macrophage scavenger receptor 1 	113	1	1	0	0	0	0	0	0	1	mmu-let-7d-5p	-0.37	-0.52	0.94	2009, 2011
Dcaf15	ENSMUST00000041367.7	DDB1 and CUL4 associated factor 15 	554	1	0	1	0	0	0	0	0	0	mmu-let-7a-5p	-0.37	-0.37	0.95	2007, 2009, 2011
Lrrc20	ENSMUST00000049242.7	leucine rich repeat containing 20 	4168	1	0	1	0	1	0	1	0	0	mmu-let-7a-5p	-0.37	-0.37	0.61	2005, 2007, 2009, 2011
Ctns	ENSMUST00000006103.3	cystinosis, nephropathic 	243	1	0	1	0	0	0	0	0	2	mmu-let-7d-5p	-0.37	-0.37	0.79	2005, 2007, 2009, 2011
Marveld2	ENSMUST00000022137.8	MARVEL (membrane-associating) domain containing 2 	77	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p	-0.37	-0.37	0.11	2009, 2011
Dnajc1	ENSMUST00000166495.2	DnaJ (Hsp40) homolog, subfamily C, member 1 	546	1	0	0	1	2	0	2	0	0	mmu-let-7d-5p	-0.37	-0.54	0.94	2005, 2007, 2009, 2011
Pbx1	ENSMUST00000176790.2	pre B cell leukemia homeobox 1 	257	1	0	1	0	1	0	0	1	2	mmu-let-7d-5p	-0.37	-0.58	0.95	2009, 2011
Rfx6	ENSMUST00000122922.2	regulatory factor X, 6 	5	1	0	1	0	0	0	0	0	0	mmu-let-7a-5p	-0.37	-0.37	0.93	2007, 2009, 2011
Prss22	ENSMUST00000041649.6	protease, serine 22 	5	1	0	1	0	0	0	0	0	0	mmu-let-7g-5p	-0.37	-0.37	0.87	2007, 2009, 2011
Eif4g2	ENSMUST00000162415.2	eukaryotic translation initiation factor 4, gamma 2 	935	1	0	1	0	0	0	0	0	0	mmu-let-7d-5p	-0.37	-0.40	0.96	2005, 2007, 2009, 2011
Osmr	ENSMUST00000022746.7	oncostatin M receptor 	339	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p	-0.37	-0.37	0.92	2005, 2007, 2009, 2011
Kpna4	ENSMUST00000029353.3	karyopherin (importin) alpha 4 	1495	2	0	1	1	2	0	0	2	1	mmu-let-7d-5p	-0.36	-0.75	0.96	2005, 2007, 2009, 2011
Dusp1	ENSMUST00000025025.6	dual specificity phosphatase 1 	409	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p	-0.36	-0.37	0.94	2005, 2007, 2009, 2011
Onecut1	ENSMUST00000056006.10	one cut domain, family member 1 	487	3	1	0	2	0	0	0	0	2	mmu-let-7d-5p	-0.36	-0.79	> 0.99	
Scn4b	ENSMUST00000060125.5	sodium channel, type IV, beta 	525	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p	-0.36	-0.36	0.83	2005, 2009, 2011
Iglon5	ENSMUST00000107974.1	IgLON family member 5 	23	1	0	0	1	0	0	0	0	1	mmu-let-7d-5p	-0.36	-0.36	0.81	2011
Oprm1	ENSMUST00000152674.1	opioid receptor, mu 1 	7	1	0	1	0	0	0	0	0	0	mmu-let-7c-5p	-0.36	-0.36	0.57	2005, 2007
Pcp4l1	ENSMUST00000111332.1	Purkinje cell protein 4-like 1 	93	1	0	1	0	0	0	0	0	1	mmu-let-7a-5p	-0.36	-0.39	0.47	2009, 2011
Tram2	ENSMUST00000037998.5	translocating chain-associating membrane protein 2 	195	1	1	0	0	1	0	0	1	1	mmu-let-7d-5p	-0.36	-0.43	0.88	2005, 2007
Arhgap32	ENSMUST00000174641.2	Rho GTPase activating protein 32 	299	1	0	0	1	1	0	0	1	0	mmu-let-7d-5p	-0.36	-0.70	0.94	2011
Slc25a4	ENSMUST00000034049.4	solute carrier family 25 (mitochondrial carrier, adenine nucleotide translocator), member 4 	102955	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p	-0.36	-0.38	0.91	2005, 2007, 2009, 2011
Rbms1	ENSMUST00000028347.7	RNA binding motif, single stranded interacting protein 1 	13703	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p	-0.36	-0.37	0.97	
Peg10	ENSMUST00000176204.2	paternally expressed 10 	1687	1	0	0	1	1	0	0	1	1	mmu-let-7d-5p	-0.36	-0.36	0.56	2007, 2009, 2011
Plekha8	ENSMUST00000119706.2	pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 8 	269	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p	-0.36	-0.37	0.98	2011
Bloc1s6	ENSMUST00000005954.8	biogenesis of lysosomal organelles complex-1, subunit 6, pallidin 	2753	1	0	1	0	2	0	2	0	2	mmu-let-7i-5p	-0.36	-0.74	0.95	2007, 2009, 2011
Arhgap28	ENSMUST00000024840.6	Rho GTPase activating protein 28 	107	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p	-0.36	-0.42	0.96	2005, 2007, 2009, 2011
Bzw2	ENSMUST00000020856.4	basic leucine zipper and W2 domains 2 	841	1	0	1	0	0	0	0	0	0	mmu-let-7b-5p	-0.36	-0.37	0.84	2005, 2007, 2009, 2011
Cntrl	ENSMUST00000028237.9	centriolin 	653	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p	-0.36	-0.36	ORF	2007, 2009, 2011
Adrb1	ENSMUST00000038949.4	adrenergic receptor, beta 1 	177	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p	-0.36	-0.36	0.94	2007, 2009, 2011
Plcxd2	ENSMUST00000130481.1	phosphatidylinositol-specific phospholipase C, X domain containing 2 	1217	2	0	1	1	0	0	0	0	0	mmu-let-7d-5p	-0.36	-0.39	0.99	2005, 2009, 2011
Etnk2	ENSMUST00000135222.3	ethanolamine kinase 2 	1449	1	0	1	0	0	0	0	0	0	mmu-let-7a-5p	-0.36	-0.36	0.95	2005, 2007, 2009, 2011
Rpusd2	ENSMUST00000028796.1	RNA pseudouridylate synthase domain containing 2 	80	1	0	1	0	0	0	0	0	1	mmu-let-7g-5p	-0.36	-0.36	0.87	2005, 2007, 2009, 2011
Parm1	ENSMUST00000040576.9	prostate androgen-regulated mucin-like protein 1 	1145	1	1	0	0	2	0	0	2	0	mmu-let-7d-5p	-0.36	-0.47	0.86	2007
BC052040	ENSMUST00000166472.2	cDNA sequence BC052040 	876	1	0	1	0	0	0	0	0	0	mmu-let-7d-5p	-0.36	-0.36	0.92	2009, 2011
Slc5a6	ENSMUST00000114665.2	solute carrier family 5 (sodium-dependent vitamin transporter), member 6 	102	1	0	1	0	0	0	0	0	0	mmu-let-7a-5p	-0.36	-0.36	0.63	2005, 2007, 2009, 2011
Slco5a1	ENSMUST00000188454.1	solute carrier organic anion transporter family, member 5A1 	20	2	0	0	2	0	0	0	0	1	mmu-let-7d-5p	-0.36	-0.36	0.98	2005, 2007, 2009, 2011
Meis3	ENSMUST00000176506.2	Meis homeobox 3 	50	1	0	1	0	0	0	0	0	0	mmu-let-7a-5p	-0.35	-0.35	0.84	2005, 2007, 2009, 2011
Slamf6	ENSMUST00000171330.1	SLAM family member 6 	14	1	0	1	0	0	0	0	0	0	mmu-let-7b-5p	-0.35	-0.35	0.35	2005, 2007, 2009, 2011
Mxd4	ENSMUST00000042701.7	Max dimerization protein 4 	2773	1	0	0	1	0	0	0	0	0	mmu-miR-98-5p	-0.35	-0.41	0.84	
Greb1l	ENSMUST00000048977.9	growth regulation by estrogen in breast cancer-like 	33	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p	-0.35	-0.35	0.97	2009, 2011
Scyl3	ENSMUST00000027876.5	SCY1-like 3 (S. cerevisiae) 	588	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p	-0.35	-0.35	0.94	2005, 2007, 2009, 2011
Cpm	ENSMUST00000020399.5	carboxypeptidase M 	1579	1	0	1	0	0	0	0	0	0	mmu-let-7a-5p	-0.35	-0.57	0.93	2005, 2007, 2009, 2011
Wasl	ENSMUST00000031695.9	Wiskott-Aldrich syndrome-like (human) 	2065	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p	-0.35	-0.35	0.92	2005, 2007, 2009, 2011
Zfp341	ENSMUST00000081926.7	zinc finger protein 341 	145	1	0	1	0	0	0	0	0	0	mmu-let-7g-5p	-0.35	-0.35	0.67	2009, 2011
Fam184b	ENSMUST00000016023.7	family with sequence similarity 184, member B 	14	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p	-0.35	-0.35	0.78	2009, 2011
Kcnc2	ENSMUST00000092175.2	potassium voltage gated channel, Shaw-related subfamily, member 2 	28	1	0	0	1	1	0	1	0	0	mmu-let-7d-5p	-0.35	-0.35	0.60	2005, 2007, 2009, 2011
Katnbl1	ENSMUST00000028552.3	katanin p80 subunit B like 1 	380	1	0	1	0	0	0	0	0	1	mmu-let-7b-5p	-0.35	-0.36	0.96	2007, 2009, 2011
Palm3	ENSMUST00000055077.6	paralemmin 3 	31	1	0	1	0	0	0	0	0	0	mmu-let-7b-5p	-0.35	-0.35	0.91	2009, 2011
Cyp46a1	ENSMUST00000021684.4	cytochrome P450, family 46, subfamily a, polypeptide 1 	35	1	0	1	0	0	0	0	0	0	mmu-let-7e-5p	-0.35	-0.35	0.78	2005, 2007, 2009, 2011
Irs2	ENSMUST00000040514.6	insulin receptor substrate 2 	385	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p	-0.35	-0.35	0.88	2005, 2007
Snx5	ENSMUST00000110030.4	sorting nexin 5 	7416	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p	-0.35	-0.41	0.91	2005, 2009, 2011
4833403I15Rik	ENSMUST00000025358.2	RIKEN cDNA 4833403I15 gene 	78	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p	-0.35	-0.38	0.69	2007
Fnip1	ENSMUST00000046835.8	folliculin interacting protein 1 	1794	1	1	0	0	0	0	0	0	0	mmu-let-7a-5p	-0.35	-0.35	0.92	2007, 2009, 2011
Uggt1	ENSMUST00000046875.8	UDP-glucose glycoprotein glucosyltransferase 1 	996	2	0	0	2	1	0	1	0	1	mmu-let-7d-5p	-0.35	-0.37	> 0.99	2007, 2009, 2011
Cpd	ENSMUST00000021201.5	carboxypeptidase D 	3036	1	0	1	0	0	0	0	0	1	mmu-let-7i-5p	-0.35	-0.35	0.95	2005, 2007, 2009, 2011
Mgat4a	ENSMUST00000151952.2	mannoside acetylglucosaminyltransferase 4, isoenzyme A 	164	1	0	1	0	0	0	0	0	0	mmu-let-7a-5p	-0.35	-0.35	0.96	2005, 2007, 2009, 2011
Dcun1d2	ENSMUST00000110838.2	DCN1, defective in cullin neddylation 1, domain containing 2 (S. cerevisiae) 	108	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p	-0.35	-0.35	0.62	2007, 2009, 2011
Map3k1	ENSMUST00000109267.3	mitogen-activated protein kinase kinase kinase 1 	65	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p	-0.34	-0.34	0.97	2009, 2011
Tspan18	ENSMUST00000111265.3	tetraspanin 18 	44	1	0	1	0	1	0	1	0	1	mmu-let-7f-5p	-0.34	-0.50	0.94	2005, 2009, 2011
Igdcc4	ENSMUST00000077696.7	immunoglobulin superfamily, DCC subclass, member 4 	509	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p	-0.34	-0.34	0.98	2007, 2009, 2011
Gm20388	ENSMUST00000127664.1	predicted gene 20388 	2264	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p	-0.34	-0.34	0.94	
Rbfox2	ENSMUST00000171751.2	RNA binding protein, fox-1 homolog (C. elegans) 2 	788	1	0	0	1	0	0	0	0	1	mmu-miR-98-5p	-0.34	-0.34	0.92	2007, 2009, 2011
Elovl4	ENSMUST00000034796.8	elongation of very long chain fatty acids (FEN1/Elo2, SUR4/Elo3, yeast)-like 4 	11	1	0	1	0	0	0	0	0	0	mmu-let-7c-5p	-0.34	-0.34	0.84	2005, 2007, 2009, 2011
Grin2b	ENSMUST00000053880.7	glutamate receptor, ionotropic, NMDA2B (epsilon 2) 	5	1	0	0	1	1	0	0	1	4	mmu-let-7d-5p	-0.34	-0.34	0.89	2009, 2011
Zfp354a	ENSMUST00000109122.2	zinc finger protein 354A 	94	1	0	1	0	0	0	0	0	0	mmu-let-7f-5p	-0.34	-0.42	0.92	2009, 2011
Tmem65	ENSMUST00000072113.5	transmembrane protein 65 	3129	1	0	0	1	1	1	0	0	0	mmu-let-7g-5p	-0.34	-0.46	0.94	2005, 2007, 2009, 2011
Galnt2	ENSMUST00000034458.8	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 2 	2264	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p	-0.34	-0.34	0.94	2005, 2007, 2009, 2011
Cbx2	ENSMUST00000026662.7	chromobox 2 	84	1	0	1	0	0	0	0	0	0	mmu-let-7d-5p	-0.34	-0.34	0.92	2007, 2009, 2011
Clpb	ENSMUST00000001884.8	ClpB caseinolytic peptidase B 	191	1	1	0	0	1	0	1	0	0	mmu-miR-98-5p	-0.34	-0.51	0.58	2007, 2009, 2011
Socs1	ENSMUST00000038099.4	suppressor of cytokine signaling 1 	64	1	0	1	0	0	0	0	0	0	mmu-let-7a-5p	-0.34	-0.36	0.26	2005, 2007, 2009, 2011
Mtdh	ENSMUST00000022865.10	metadherin 	5231	1	1	0	0	0	0	0	0	1	mmu-let-7d-5p	-0.34	-0.45	0.98	
Btbd9	ENSMUST00000168787.2	BTB (POZ) domain containing 9 	268	1	0	1	0	0	0	0	0	0	mmu-let-7f-5p	-0.34	-0.34	0.95	2009, 2011
Cdyl	ENSMUST00000075220.7	chromodomain protein, Y chromosome-like 	236	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p	-0.34	-0.34	0.60	2005, 2007, 2009, 2011
Tmem231	ENSMUST00000034429.7	transmembrane protein 231 	117	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p	-0.34	-0.34	0.55	2007, 2009, 2011
Ppt2	ENSMUST00000171121.3	palmitoyl-protein thioesterase 2 	33	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p	-0.34	-0.34	< 0.1	2007, 2009, 2011
Txn2	ENSMUST00000005487.6	thioredoxin 2 	17612	1	0	1	0	0	0	0	0	0	mmu-let-7d-5p	-0.34	-0.45	0.83	2005, 2007, 2009, 2011
Hook1	ENSMUST00000030306.8	hook homolog 1 (Drosophila) 	5138	1	0	1	0	0	0	0	0	0	mmu-let-7a-5p	-0.34	-0.34	0.94	2007, 2009, 2011
Trhde	ENSMUST00000061632.7	TRH-degrading enzyme 	58	2	0	0	2	0	0	0	0	0	mmu-let-7d-5p	-0.34	-0.65	> 0.99	2005, 2007, 2009, 2011
Snn	ENSMUST00000089011.4	stannin 	985	1	0	1	0	0	0	0	0	0	mmu-let-7b-5p	-0.34	-0.34	0.29	2005, 2007, 2009, 2011
POU2F1	ENSMUST00000111427.3	POU domain, class 2, transcription factor 1 isoform B  	18	2	0	0	2	0	0	0	0	3	mmu-let-7d-5p	-0.34	-0.47	0.98	
Thbs1	ENSMUST00000039559.8	thrombospondin 1 	8506	1	0	0	1	0	0	0	0	0	mmu-let-7a-5p	-0.34	-0.34	0.89	2005, 2007, 2009, 2011
Pgm2l1	ENSMUST00000084935.4	phosphoglucomutase 2-like 1 	290	2	0	1	1	0	0	0	0	0	mmu-let-7d-5p	-0.34	-0.53	> 0.99	2005, 2007, 2009, 2011
Golga7	ENSMUST00000121783.2	golgi autoantigen, golgin subfamily a, 7 	160	1	0	1	0	0	0	0	0	1	mmu-let-7d-5p	-0.34	-0.34	0.95	2005, 2007, 2009, 2011
Gpr156	ENSMUST00000061274.7	G protein-coupled receptor 156 	12	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p	-0.34	-0.34	0.90	2009, 2011
Klkb1	ENSMUST00000116473.2	kallikrein B, plasma 1 	2053	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p	-0.34	-0.34	< 0.1	2005, 2009, 2011
Chic1	ENSMUST00000116547.2	cysteine-rich hydrophobic domain 1 	206	2	1	0	1	0	0	0	0	0	mmu-let-7d-5p	-0.34	-0.44	0.99	2011
Tmem2	ENSMUST00000096194.3	transmembrane protein 2 	778	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p	-0.34	-0.34	0.98	2005, 2007, 2009, 2011
Klf9	ENSMUST00000036884.1	Kruppel-like factor 9 	771	1	0	1	0	0	0	0	0	0	mmu-let-7a-5p	-0.34	-0.40	0.94	2005, 2007
Fgf5	ENSMUST00000031280.1	fibroblast growth factor 5 	68	1	0	0	1	1	0	0	1	0	mmu-let-7d-5p	-0.33	-0.43	0.86	2007, 2009, 2011
Ikbke	ENSMUST00000062108.4	inhibitor of kappaB kinase epsilon 	50	1	0	1	0	0	0	0	0	1	mmu-let-7b-5p	-0.33	-0.38	0.93	2005, 2007, 2009, 2011
Ikzf2	ENSMUST00000027146.3	IKAROS family zinc finger 2 	131	2	0	0	2	0	0	0	0	1	mmu-let-7d-5p	-0.33	-0.38	0.98	2007, 2009, 2011
Fam135a	ENSMUST00000187752.1	family with sequence similarity 135, member A 	561	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p	-0.33	-0.33	0.91	2007, 2009, 2011
Nfxl1	ENSMUST00000087216.6	nuclear transcription factor, X-box binding-like 1 	73	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p	-0.33	-0.33	0.85	2005, 2007, 2009, 2011
Cnppd1	ENSMUST00000168720.2	cyclin Pas1/PHO80 domain containing 1 	1050	1	0	1	0	0	0	0	0	0	mmu-let-7a-5p	-0.33	-0.33	0.66	2007, 2009, 2011
Cdc25a	ENSMUST00000094324.3	cell division cycle 25A 	862	1	0	1	0	0	0	0	0	0	mmu-let-7b-5p	-0.33	-0.33	0.72	2005, 2007, 2009, 2011
Mesdc1	ENSMUST00000094216.4	mesoderm development candidate 1 	826	1	0	0	1	0	0	0	0	0	mmu-let-7d-5p	-0.33	-0.33	0.94	2005, 2007, 2009, 2011
Sema4c	ENSMUST00000114991.2	sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4C 	77	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p	-0.33	-0.33	0.81	2005, 2007, 2009, 2011
Fam84b	ENSMUST00000100635.4	family with sequence similarity 84, member B 	1636	1	0	1	0	1	0	0	1	1	mmu-let-7f-5p	-0.33	-0.33	0.21	2005, 2007, 2011
Rab40c	ENSMUST00000167626.2	Rab40C, member RAS oncogene family 	39	1	0	1	0	0	0	0	0	0	mmu-miR-98-5p	-0.33	-0.33	0.89	2005, 2007, 2009, 2011
Itgb8	ENSMUST00000026360.8	integrin beta 8 	333	1	0	1	0	0	0	0	0	0	mmu-let-7f-5p	-0.33	-0.36	0.87	2007
Fnip2	ENSMUST00000076136.5	folliculin interacting protein 2 	297	1	1	0	0	0	0	0	0	0	mmu-let-7d-5p	-0.33	-0.33	0.98	2011
Pla2g15	ENSMUST00000034377.6	phospholipase A2, group XV 	904	1	0	1	0	0	0	0	0	1	mmu-let-7g-5p	-0.33	-0.33	0.66	2007, 2009, 2011
