Target gene	Representative transcript	Gene name	3P-seq tags + 5	Conserved sites total	Conserved 8mer sites	Conserved 7mer-m8 sites	Conserved 7mer-A1 sites	Poorly conserved sites total	Poorly conserved 8mer sites	Poorly conserved 7mer-m8 sites	Poorly conserved 7mer-A1 sites	6mer sites	Representative miRNA	Cumulative weighted context++ score	Total context++ score	Aggregate PCT	Previous TargetScan publication(s)
Rlim	ENSMUST00000121153.2	ring finger protein, LIM domain interacting 	1532	2	0	2	0	0	0	0	0	0	mmu-miR-29a-3p	-0.36	-0.38	0.92	2007, 2009, 2011
Fam193b	ENSMUST00000021957.6	family with sequence similarity 193, member B 	908	1	1	0	0	0	0	0	0	0	mmu-miR-29a-3p	-0.36	-0.36	0.83	2009, 2011
Ppm1d	ENSMUST00000020835.10	protein phosphatase 1D magnesium-dependent, delta isoform 	949	1	0	1	0	0	0	0	0	0	mmu-miR-29b-3p	-0.36	-0.38	0.88	2005, 2007, 2009, 2011
Mog	ENSMUST00000102665.5	myelin oligodendrocyte glycoprotein 	5	1	0	0	1	0	0	0	0	0	mmu-miR-29b-3p	-0.36	-0.36	0.78	2005, 2009, 2011
Ric8	ENSMUST00000026558.6	resistance to inhibitors of cholinesterase 8 homolog (C. elegans) 	3466	1	0	1	0	0	0	0	0	2	mmu-miR-29a-3p	-0.36	-0.40	0.87	2009, 2011
Mxd4	ENSMUST00000042701.7	Max dimerization protein 4 	2773	1	1	0	0	1	0	0	1	1	mmu-miR-29a-3p	-0.35	-0.41	0.51	2005, 2007
Nup160	ENSMUST00000057481.6	nucleoporin 160 	762	1	1	0	0	1	0	1	0	1	mmu-miR-29a-3p	-0.35	-0.38	0.93	2005, 2007, 2009, 2011
Slc16a14	ENSMUST00000027422.6	solute carrier family 16 (monocarboxylic acid transporters), member 14 	219	1	1	0	0	0	0	0	0	1	mmu-miR-29a-3p	-0.35	-0.38	0.85	2005, 2007
Dennd6a	ENSMUST00000037585.7	DENN/MADD domain containing 6A 	582	1	0	1	0	0	0	0	0	1	mmu-miR-29a-3p	-0.35	-0.35	0.89	2007, 2009, 2011
Pik3r1	ENSMUST00000055518.7	phosphatidylinositol 3-kinase, regulatory subunit, polypeptide 1 (p85 alpha) 	238	1	0	1	0	0	0	0	0	0	mmu-miR-29a-3p	-0.35	-0.35	0.87	2005, 2007, 2009, 2011
Adamts20	ENSMUST00000035342.5	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 20 	24	1	0	1	0	0	0	0	0	2	mmu-miR-29a-3p	-0.35	-0.43	0.77	2011
Arrdc3	ENSMUST00000099356.3	arrestin domain containing 3 	456	2	0	2	0	0	0	0	0	0	mmu-miR-29a-3p	-0.35	-0.48	0.98	2005, 2007, 2009, 2011
Bmpr1a	ENSMUST00000165280.2	bone morphogenetic protein receptor, type 1A 	1312	1	0	1	0	0	0	0	0	0	mmu-miR-29a-3p	-0.35	-0.36	0.88	2005, 2007, 2009, 2011
G6pc	ENSMUST00000019469.2	glucose-6-phosphatase, catalytic 	2389	1	0	1	0	0	0	0	0	0	mmu-miR-29a-3p	-0.35	-0.36	0.43	2005, 2007, 2009, 2011
Sypl2	ENSMUST00000029486.8	synaptophysin-like 2 	3244	2	0	2	0	0	0	0	0	0	mmu-miR-29a-3p	-0.35	-0.67	0.96	2005, 2007, 2009, 2011
Bdh1	ENSMUST00000115227.4	3-hydroxybutyrate dehydrogenase, type 1 	3075	1	0	1	0	3	1	2	0	0	mmu-miR-29b-3p	-0.35	-0.78	0.34	2007, 2009, 2011
Serpinh1	ENSMUST00000169437.2	serine (or cysteine) peptidase inhibitor, clade H, member 1 	8538	1	0	0	1	1	0	1	0	1	mmu-miR-29b-3p	-0.35	-0.43	0.93	2007, 2009, 2011
Lypla1	ENSMUST00000119612.3	lysophospholipase 1 	6785	1	0	0	1	0	0	0	0	0	mmu-miR-29a-3p	-0.35	-0.35	0.93	2005, 2007, 2009, 2011
Farp2	ENSMUST00000122402.2	FERM, RhoGEF and pleckstrin domain protein 2 	565	1	1	0	0	3	1	1	1	1	mmu-miR-29b-3p	-0.35	-0.35	0.27	
Ypel2	ENSMUST00000018571.4	yippee-like 2 (Drosophila) 	27	2	0	2	0	0	0	0	0	0	mmu-miR-29b-3p	-0.35	-0.78	0.98	2005, 2007, 2009, 2011
Spata2l	ENSMUST00000166768.1	spermatogenesis associated 2-like 	143	1	0	1	0	0	0	0	0	0	mmu-miR-29a-3p	-0.34	-0.34	0.80	2007, 2009, 2011
Ldlrad3	ENSMUST00000058790.6	low density lipoprotein receptor class A domain containing 3 	313	1	0	1	0	0	0	0	0	1	mmu-miR-29a-3p	-0.34	-0.34	0.66	2009, 2011
Insig1	ENSMUST00000059155.10	insulin induced gene 1 	5734	1	0	1	0	0	0	0	0	0	mmu-miR-29a-3p	-0.34	-0.35	0.66	2005, 2007, 2009, 2011
4921524J17Rik	ENSMUST00000047749.5	RIKEN cDNA 4921524J17 gene 	467	1	0	0	1	0	0	0	0	0	mmu-miR-29a-3p	-0.34	-0.35	0.92	2009, 2011
Golga7	ENSMUST00000121783.2	golgi autoantigen, golgin subfamily a, 7 	160	1	0	0	1	0	0	0	0	0	mmu-miR-29a-3p	-0.34	-0.34	0.93	2005, 2007, 2009, 2011
Mfap2	ENSMUST00000071977.8	microfibrillar-associated protein 2 	32	1	0	1	0	0	0	0	0	0	mmu-miR-29b-3p	-0.34	-0.34	0.78	2005, 2007, 2009, 2011
Ing4	ENSMUST00000032480.8	inhibitor of growth family, member 4 	787	1	0	1	0	0	0	0	0	2	mmu-miR-29a-3p	-0.34	-0.34	0.73	2005, 2007, 2009, 2011
Emp1	ENSMUST00000032330.10	epithelial membrane protein 1 	9288	1	0	0	1	0	0	0	0	0	mmu-miR-29a-3p	-0.34	-0.34	0.92	2005, 2007, 2009, 2011
Emid1	ENSMUST00000062821.7	EMI domain containing 1 	32	1	0	1	0	0	0	0	0	1	mmu-miR-29b-3p	-0.34	-0.34	0.72	2005, 2007, 2009, 2011
Vegfa	ENSMUST00000024747.8	vascular endothelial growth factor A 	3158	1	1	0	0	0	0	0	0	0	mmu-miR-29a-3p	-0.34	-0.69	0.86	2007, 2009, 2011
Isl1	ENSMUST00000036060.7	ISL1 transcription factor, LIM/homeodomain 	18	1	0	1	0	0	0	0	0	0	mmu-miR-29a-3p	-0.34	-0.34	0.84	2005, 2007, 2009, 2011
A330050F15Rik	ENSMUST00000169935.1	RIKEN cDNA A330050F15 gene 	5	1	0	1	0	0	0	0	0	0	mmu-miR-29a-3p	-0.34	-0.34	0.56	2011
Naa40	ENSMUST00000025675.9	N(alpha)-acetyltransferase 40, NatD catalytic subunit, homolog (S. cerevisiae) 	826	1	0	1	0	1	0	1	0	0	mmu-miR-29a-3p	-0.34	-0.35	0.85	2007, 2011
Ldlrap1	ENSMUST00000037828.6	low density lipoprotein receptor adaptor protein 1 	567	1	0	1	0	2	0	1	1	2	mmu-miR-29a-3p	-0.34	-0.46	0.76	2005, 2007, 2009, 2011
Ap4e1	ENSMUST00000002063.9	adaptor-related protein complex AP-4, epsilon 1 	759	1	0	1	0	1	1	0	0	2	mmu-miR-29a-3p	-0.34	-0.85	0.79	2007, 2009, 2011
Bmf	ENSMUST00000090219.7	BCL2 modifying factor 	24	1	1	0	0	1	0	0	1	0	mmu-miR-29a-3p	-0.34	-0.59	0.91	2005, 2007, 2009, 2011
Abce1	ENSMUST00000080536.6	ATP-binding cassette, sub-family E (OABP), member 1 	6720	1	0	1	0	0	0	0	0	0	mmu-miR-29a-3p	-0.34	-0.34	0.69	2005, 2007, 2009, 2011
Strn	ENSMUST00000145910.3	striatin, calmodulin binding protein 	522	1	0	1	0	1	0	1	0	0	mmu-miR-29a-3p	-0.34	-0.38	0.78	
Rab30	ENSMUST00000032879.8	RAB30, member RAS oncogene family 	202	1	1	0	0	0	0	0	0	0	mmu-miR-29a-3p	-0.34	-0.50	0.93	2005, 2007, 2009, 2011
Chic2	ENSMUST00000075452.5	cysteine-rich hydrophobic domain 2 	492	1	0	1	0	2	1	1	0	0	mmu-miR-29a-3p	-0.34	-0.59	0.89	2005, 2007, 2009, 2011
Foxo3	ENSMUST00000105502.2	forkhead box O3 	2275	1	0	1	0	0	0	0	0	1	mmu-miR-29a-3p	-0.34	-0.34	0.85	2007
Urm1	ENSMUST00000091142.3	ubiquitin related modifier 1 homolog (S. cerevisiae) 	556	1	0	0	1	0	0	0	0	0	mmu-miR-29a-3p	-0.34	-0.34	0.90	2007, 2009, 2011
5730508B09Rik	ENSMUST00000057198.7	RIKEN cDNA 5730508B09 gene 	182	1	1	0	0	0	0	0	0	0	mmu-miR-29b-3p	-0.33	-0.60	0.85	2011
Ankrd13b	ENSMUST00000092892.4	ankyrin repeat domain 13b 	17	1	1	0	0	0	0	0	0	1	mmu-miR-29a-3p	-0.33	-0.40	0.79	2005, 2007, 2009, 2011
Col4a6	ENSMUST00000101205.2	collagen, type IV, alpha 6 	10	1	1	0	0	0	0	0	0	0	mmu-miR-29a-3p	-0.33	-0.33	0.92	2005, 2007, 2009, 2011
Thsd4	ENSMUST00000098660.4	thrombospondin, type I, domain containing 4 	53	1	1	0	0	2	0	1	1	0	mmu-miR-29a-3p	-0.33	-0.34	< 0.1	2007, 2009, 2011
Eml4	ENSMUST00000096766.5	echinoderm microtubule associated protein like 4 	126	1	0	1	0	1	0	1	0	1	mmu-miR-29b-3p	-0.33	-0.33	0.74	2005, 2007, 2009, 2011
Fos	ENSMUST00000021674.6	FBJ osteosarcoma oncogene 	164	1	0	1	0	0	0	0	0	0	mmu-miR-29a-3p	-0.33	-0.33	0.81	2005, 2007, 2009, 2011
Bcl7a	ENSMUST00000120593.2	B cell CLL/lymphoma 7A 	79	1	0	1	0	0	0	0	0	1	mmu-miR-29a-3p	-0.33	-0.54	0.87	2005, 2007, 2009, 2011
Sptan1	ENSMUST00000113717.2	spectrin alpha, non-erythrocytic 1 	2220	1	0	1	0	0	0	0	0	0	mmu-miR-29b-3p	-0.33	-0.33	0.52	2005, 2007, 2009, 2011
Trp53inp1	ENSMUST00000029865.3	transformation related protein 53 inducible nuclear protein 1 	2791	1	1	0	0	0	0	0	0	0	mmu-miR-29a-3p	-0.33	-0.34	0.89	2009, 2011
Gpcpd1	ENSMUST00000110136.2	glycerophosphocholine phosphodiesterase GDE1 homolog (S. cerevisiae) 	908	1	1	0	0	0	0	0	0	0	mmu-miR-29a-3p	-0.33	-0.35	0.92	2007, 2009, 2011
Atg9a	ENSMUST00000189702.1	autophagy related 9A 	222	1	1	0	0	0	0	0	0	0	mmu-miR-29a-3p	-0.33	-0.33	0.84	2007, 2009, 2011
Tbc1d7	ENSMUST00000179852.2	TBC1 domain family, member 7 	30	1	0	1	0	0	0	0	0	0	mmu-miR-29a-3p	-0.33	-0.39	0.64	2007, 2009, 2011
Iffo1	ENSMUST00000119527.2	intermediate filament family orphan 1 	104	1	1	0	0	1	0	1	0	1	mmu-miR-29a-3p	-0.33	-0.61	0.90	2007, 2009, 2011
Apcdd1	ENSMUST00000096554.5	adenomatosis polyposis coli down-regulated 1 	456	1	1	0	0	0	0	0	0	0	mmu-miR-29a-3p	-0.33	-0.34	0.19	
Ddx3y	ENSMUST00000091190.6	DEAD (Asp-Glu-Ala-Asp) box polypeptide 3, Y-linked 	375	1	0	0	1	1	0	0	1	0	mmu-miR-29a-3p	-0.33	-0.39	0.77	2005, 2007, 2009, 2011
Hmgcs1	ENSMUST00000179869.1	3-hydroxy-3-methylglutaryl-Coenzyme A synthase 1 	5	1	0	1	0	0	0	0	0	0	mmu-miR-29b-3p	-0.33	-0.33	0.53	2005, 2007, 2009, 2011
Cep68	ENSMUST00000050611.8	centrosomal protein 68 	211	1	0	1	0	0	0	0	0	0	mmu-miR-29a-3p	-0.32	-0.33	0.37	2009, 2011
Kdm5b	ENSMUST00000112198.2	lysine (K)-specific demethylase 5B 	613	2	0	1	1	0	0	0	0	0	mmu-miR-29a-3p	-0.32	-0.44	> 0.99	2007, 2009, 2011
Nlrx1	ENSMUST00000168499.2	NLR family member X1 	29	1	0	1	0	0	0	0	0	0	mmu-miR-29a-3p	-0.32	-0.32	0.54	2009, 2011
Amot	ENSMUST00000112835.2	angiomotin 	105	1	0	1	0	0	0	0	0	1	mmu-miR-29b-3p	-0.32	-0.32	0.55	2005, 2007, 2009, 2011
Hecw1	ENSMUST00000110516.2	HECT, C2 and WW domain containing E3 ubiquitin protein ligase 1 	5	2	0	2	0	0	0	0	0	0	mmu-miR-29a-3p	-0.32	-0.32	0.98	2005, 2007, 2009, 2011
Gpr101	ENSMUST00000057645.5	G protein-coupled receptor 101 	5	1	0	0	1	0	0	0	0	1	mmu-miR-29a-3p	-0.32	-0.32	0.87	2009, 2011
Srcrb4d	ENSMUST00000111153.2	scavenger receptor cysteine rich domain containing, group B (4 domains) 	54	1	0	1	0	0	0	0	0	1	mmu-miR-29a-3p	-0.32	-0.32	0.74	2007, 2011
Gjd2	ENSMUST00000090275.4	gap junction protein, delta 2 	5	1	0	1	0	0	0	0	0	1	mmu-miR-29a-3p	-0.32	-0.32	0.51	2009, 2011
Med12l	ENSMUST00000040325.8	mediator complex subunit 12-like 	64	1	0	1	0	0	0	0	0	1	mmu-miR-29a-3p	-0.32	-0.34	0.84	2005, 2007, 2011
Samd4	ENSMUST00000100672.4	sterile alpha motif domain containing 4 	1813	1	0	1	0	0	0	0	0	1	mmu-miR-29a-3p	-0.32	-0.35	0.81	2011
Dbt	ENSMUST00000000349.6	dihydrolipoamide branched chain transacylase E2 	2152	1	0	1	0	0	0	0	0	0	mmu-miR-29a-3p	-0.32	-0.32	0.76	2005, 2007, 2009, 2011
Nlgn3	ENSMUST00000118111.2	neuroligin 3 	18	1	0	1	0	2	0	0	2	0	mmu-miR-29a-3p	-0.32	-0.38	0.85	2005, 2007, 2009, 2011
Fam76b	ENSMUST00000059579.6	family with sequence similarity 76, member B 	1077	1	0	1	0	0	0	0	0	0	mmu-miR-29a-3p	-0.32	-0.32	0.77	2005, 2007, 2009, 2011
Jazf1	ENSMUST00000074541.5	JAZF zinc finger 1 	199	1	0	0	1	0	0	0	0	0	mmu-miR-29b-3p	-0.32	-0.33	0.93	2005, 2007, 2009, 2011
Ccdc85a	ENSMUST00000093253.4	coiled-coil domain containing 85A 	253	1	0	0	1	0	0	0	0	0	mmu-miR-29a-3p	-0.32	-0.32	0.93	2007, 2011
Plekha8	ENSMUST00000119706.2	pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 8 	269	1	0	0	1	0	0	0	0	0	mmu-miR-29b-3p	-0.32	-0.32	0.93	2011
Rapgefl1	ENSMUST00000107479.2	Rap guanine nucleotide exchange factor (GEF)-like 1 	18	1	1	0	0	0	0	0	0	0	mmu-miR-29a-3p	-0.32	-0.32	0.92	2005, 2007, 2009, 2011
Prrt4	ENSMUST00000159200.1	proline-rich transmembrane protein 4 	7	1	0	1	0	1	0	0	1	1	mmu-miR-29a-3p	-0.32	-0.32	0.48	2009, 2011
Col4a4	ENSMUST00000087050.6	collagen, type IV, alpha 4 	472	2	0	2	0	0	0	0	0	0	mmu-miR-29a-3p	-0.32	-0.58	0.97	2005, 2007, 2009, 2011
Usp42	ENSMUST00000053287.5	ubiquitin specific peptidase 42 	58	1	0	1	0	0	0	0	0	0	mmu-miR-29a-3p	-0.32	-0.32	0.83	2007, 2009, 2011
Fstl1	ENSMUST00000114763.2	follistatin-like 1 	201	1	0	0	1	0	0	0	0	0	mmu-miR-29a-3p	-0.31	-0.51	0.93	2005, 2007, 2009, 2011
Ptbp3	ENSMUST00000030076.6	polypyrimidine tract binding protein 3 	2804	1	0	1	0	0	0	0	0	0	mmu-miR-29a-3p	-0.31	-0.32	0.77	2007, 2009, 2011
Uhrf1bp1	ENSMUST00000114849.1	UHRF1 (ICBP90) binding protein 1 	677	1	0	0	1	0	0	0	0	0	mmu-miR-29a-3p	-0.31	-0.36	0.70	2007, 2009, 2011
Zfp651	ENSMUST00000093772.3	zinc finger protein 651 	2088	1	1	0	0	2	1	1	0	3	mmu-miR-29b-3p	-0.31	-0.38	0.89	2011
Shroom4	ENSMUST00000089520.2	shroom family member 4 	1496	1	0	0	1	1*	0	0	0	0	mmu-miR-29b-3p	-0.31	-0.32	0.92	2007
Oxtr	ENSMUST00000053306.6	oxytocin receptor 	34	1	1	0	0	0	0	0	0	2	mmu-miR-29a-3p	-0.31	-0.33	0.12	2005, 2007, 2009, 2011
Larp4b	ENSMUST00000091829.3	La ribonucleoprotein domain family, member 4B 	1657	1	0	1	0	0	0	0	0	2	mmu-miR-29a-3p	-0.31	-0.31	0.78	2007, 2009, 2011
Tspan4	ENSMUST00000026585.8	tetraspanin 4 	5489	1	0	1	0	0	0	0	0	0	mmu-miR-29a-3p	-0.31	-0.31	0.69	2005, 2007, 2009, 2011
Cdc7	ENSMUST00000031221.6	cell division cycle 7 (S. cerevisiae) 	943	1	0	1	0	0	0	0	0	1	mmu-miR-29a-3p	-0.31	-0.31	0.40	2005, 2007, 2009, 2011
Pdhx	ENSMUST00000011058.3	pyruvate dehydrogenase complex, component X 	3882	2	1	1	0	0	0	0	0	2	mmu-miR-29a-3p	-0.31	-0.61	0.91	2005, 2007, 2009, 2011
AI593442	ENSMUST00000098768.2	expressed sequence AI593442 	6	2	0	2	0	0	0	0	0	0	mmu-miR-29a-3p	-0.31	-0.36	0.89	2009, 2011
Pigm	ENSMUST00000052455.2	phosphatidylinositol glycan anchor biosynthesis, class M 	557	1	1	0	0	1	0	0	1	1	mmu-miR-29a-3p	-0.31	-0.34	< 0.1	2005, 2007, 2009, 2011
Runx1t1	ENSMUST00000006761.4	runt-related transcription factor 1; translocated to, 1 (cyclin D-related) 	51	1	0	1	0	0	0	0	0	1	mmu-miR-29b-3p	-0.31	-0.44	0.85	2009, 2011
Ahr	ENSMUST00000116436.3	aryl-hydrocarbon receptor 	376	1	0	1	0	0	0	0	0	0	mmu-miR-29a-3p	-0.31	-0.31	0.51	2005, 2007, 2009, 2011
Asxl3	ENSMUST00000097655.3	additional sex combs like 3 (Drosophila) 	16	2	0	2	0	0	0	0	0	0	mmu-miR-29b-3p	-0.31	-0.39	0.98	2011
1700019D03Rik	ENSMUST00000050567.5	RIKEN cDNA 1700019D03 gene 	105	1	0	0	1	0	0	0	0	0	mmu-miR-29a-3p	-0.31	-0.31	0.93	2009, 2011
Endou	ENSMUST00000100249.3	endonuclease, polyU-specific 	6	1	1	0	0	0	0	0	0	0	mmu-miR-29a-3p	-0.31	-0.31	< 0.1	2007, 2009, 2011
Josd1	ENSMUST00000023061.5	Josephin domain containing 1 	597	1	0	1	0	0	0	0	0	0	mmu-miR-29a-3p	-0.31	-0.31	0.83	2007, 2009, 2011
Mfap3	ENSMUST00000108849.2	microfibrillar-associated protein 3 	118	1	1	0	0	1	0	1	0	1	mmu-miR-29b-3p	-0.30	-0.34	0.88	2005, 2007, 2009, 2011
Nkrf	ENSMUST00000057093.6	NF-kappaB repressing factor 	517	1	0	1	0	1	0	1	0	1	mmu-miR-29b-3p	-0.30	-0.62	0.83	2005, 2007, 2009, 2011
R3hdm4	ENSMUST00000045628.8	R3H domain containing 4 	128	1	0	1	0	0	0	0	0	0	mmu-miR-29a-3p	-0.30	-0.38	0.77	2007, 2009, 2011
Senp1	ENSMUST00000044189.10	SUMO1/sentrin specific peptidase 1 	594	1	0	1	0	1	0	1	0	1	mmu-miR-29a-3p	-0.30	-0.30	0.87	2005, 2007, 2009, 2011
Ywhae	ENSMUST00000067664.4	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, epsilon polypeptide 	3698	1	0	1	0	0	0	0	0	3	mmu-miR-29b-3p	-0.30	-0.33	0.89	2005, 2007, 2009, 2011
Akap5	ENSMUST00000095610.3	A kinase (PRKA) anchor protein 5 	2350	1	1	0	0	0	0	0	0	0	mmu-miR-29a-3p	-0.30	-0.35	0.92	2009, 2011
Gm16515	ENSMUST00000019075.3	predicted gene, Gm16515 	258	1	1	0	0	0	0	0	0	1	mmu-miR-29b-3p	-0.30	-0.39	0.67	2007, 2009, 2011
Cd46	ENSMUST00000160817.2	CD46 antigen, complement regulatory protein 	73	2	2	0	0	2	0	2	0	1	mmu-miR-29b-3p	-0.30	-1.14	> 0.99	2007
B3galt1	ENSMUST00000112346.2	UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 1 	244	1	0	0	1	0	0	0	0	0	mmu-miR-29a-3p	-0.30	-0.30	0.88	2009, 2011
Orai2	ENSMUST00000041048.1	ORAI calcium release-activated calcium modulator 2 	16	1	0	1	0	1	0	0	1	2	mmu-miR-29a-3p	-0.30	-0.35	0.49	2009, 2011
Rap1gds1	ENSMUST00000098574.3	RAP1, GTP-GDP dissociation stimulator 1 	358	1	0	1	0	0	0	0	0	0	mmu-miR-29a-3p	-0.29	-0.31	0.88	2005, 2007, 2009, 2011
Cpsf7	ENSMUST00000038379.3	cleavage and polyadenylation specific factor 7 	1459	1	0	1	0	0	0	0	0	1	mmu-miR-29a-3p	-0.29	-0.29	0.81	2007, 2009, 2011
H2afx	ENSMUST00000052686.3	H2A histone family, member X 	585	1	0	1	0	0	0	0	0	0	mmu-miR-29a-3p	-0.29	-0.30	0.42	2007, 2009, 2011
Klf4	ENSMUST00000107619.2	Kruppel-like factor 4 (gut) 	7	1	0	1	0	0	0	0	0	0	mmu-miR-29a-3p	-0.29	-0.29	0.89	2005, 2007, 2009, 2011
Fbn2	ENSMUST00000025497.6	fibrillin 2 	12	1	0	1	0	0	0	0	0	1	mmu-miR-29a-3p	-0.29	-0.29	0.83	2005, 2007, 2009, 2011
Arl5b	ENSMUST00000069870.4	ADP-ribosylation factor-like 5B 	451	1	0	1	0	0	0	0	0	2	mmu-miR-29a-3p	-0.29	-0.37	0.49	
Calm3	ENSMUST00000019514.9	calmodulin 3 	1213	1	1	0	0	0	0	0	0	0	mmu-miR-29a-3p	-0.29	-0.56	0.93	2005, 2007, 2009, 2011
Itgb1	ENSMUST00000090006.6	integrin beta 1 (fibronectin receptor beta) 	11574	1	0	1	0	0	0	0	0	0	mmu-miR-29a-3p	-0.29	-0.31	0.89	2005, 2007, 2009, 2011
Rab15	ENSMUST00000021459.8	RAB15, member RAS oncogene family 	37	1	0	1	0	0	0	0	0	1	mmu-miR-29b-3p	-0.29	-0.29	0.70	2005, 2007, 2009, 2011
Vcl	ENSMUST00000022369.7	vinculin 	4532	1	0	1	0	1	0	1	0	0	mmu-miR-29b-3p	-0.29	-0.29	0.79	2005, 2007, 2009, 2011
Rnf122	ENSMUST00000046941.7	ring finger protein 122 	104	1	0	0	1	1	1	0	0	5	mmu-miR-29b-3p	-0.29	-0.67	0.92	2005, 2007, 2009, 2011
Col19a1	ENSMUST00000115244.3	collagen, type XIX, alpha 1 	25	2	1	1	0	0	0	0	0	1	mmu-miR-29b-3p	-0.29	-0.38	0.99	2005, 2007, 2009, 2011
Fbxw9	ENSMUST00000095220.3	F-box and WD-40 domain protein 9 	580	1	0	1	0	0	0	0	0	0	mmu-miR-29a-3p	-0.29	-0.29	0.83	2005, 2007, 2009, 2011
Mtss1l	ENSMUST00000052457.9	metastasis suppressor 1-like 	1632	1	0	1	0	0	0	0	0	1	mmu-miR-29a-3p	-0.29	-0.33	0.87	2007, 2009, 2011
Zkscan7	ENSMUST00000063980.6	zinc finger with KRAB and SCAN domains 7 	160	1	1	0	0	0	0	0	0	0	mmu-miR-29a-3p	-0.29	-0.31	0.23	2007
Ap1g1	ENSMUST00000093157.7	adaptor protein complex AP-1, gamma 1 subunit 	3408	1	0	1	0	1	0	1	0	1	mmu-miR-29b-3p	-0.29	-0.31	0.69	2005, 2007, 2009, 2011
Rev3l	ENSMUST00000019986.7	REV3-like, catalytic subunit of DNA polymerase zeta RAD54 like (S. cerevisiae) 	63	1	0	1	0	0	0	0	0	1	mmu-miR-29a-3p	-0.29	-0.29	0.83	2005, 2007, 2009, 2011
Fam184b	ENSMUST00000016023.7	family with sequence similarity 184, member B 	14	1	0	1	0	1	0	1	0	0	mmu-miR-29a-3p	-0.29	-0.29	0.69	2009, 2011
Strn4	ENSMUST00000019220.10	striatin, calmodulin binding protein 4 	1679	1	1	0	0	0	0	0	0	0	mmu-miR-29a-3p	-0.29	-0.29	0.62	2005, 2007, 2009, 2011
Rora	ENSMUST00000034766.8	RAR-related orphan receptor alpha 	953	2	1	0	1	1	0	1	0	0	mmu-miR-29b-3p	-0.29	-0.32	0.97	
Hmcn1	ENSMUST00000074783.6	hemicentin 1 	49	1	0	1	0	0	0	0	0	0	mmu-miR-29a-3p	-0.29	-0.29	0.79	2005, 2007, 2009, 2011
1810041L15Rik	ENSMUST00000080751.3	RIKEN cDNA 1810041L15 gene 	25	1	1	0	0	1	0	0	1	0	mmu-miR-29b-3p	-0.29	-0.38	0.71	2011
Kcnip2	ENSMUST00000162528.3	Kv channel-interacting protein 2 	76	1	0	1	0	0	0	0	0	0	mmu-miR-29a-3p	-0.29	-0.29	0.83	2005, 2007
Scamp5	ENSMUST00000046587.6	secretory carrier membrane protein 5 	36	1	1	0	0	0	0	0	0	0	mmu-miR-29a-3p	-0.29	-0.43	0.92	2005, 2007, 2009, 2011
Prkab2	ENSMUST00000045743.7	protein kinase, AMP-activated, beta 2 non-catalytic subunit 	1595	1	0	1	0	0	0	0	0	2	mmu-miR-29b-3p	-0.29	-0.30	0.71	2005, 2007
Setdb1	ENSMUST00000107171.4	SET domain, bifurcated 1 	301	1	1	0	0	0	0	0	0	0	mmu-miR-29a-3p	-0.28	-0.28	0.83	2005, 2007, 2009, 2011
Klf12	ENSMUST00000097079.4	Kruppel-like factor 12 	363	1	1	0	0	2	0	2	0	0	mmu-miR-29b-3p	-0.28	-0.30	0.87	2005, 2007, 2009, 2011
Slc7a1	ENSMUST00000048116.9	solute carrier family 7 (cationic amino acid transporter, y+ system), member 1 	254	1	0	1	0	0	0	0	0	0	mmu-miR-29a-3p	-0.28	-0.28	0.83	2005, 2007, 2009, 2011
Snx4	ENSMUST00000023502.4	sorting nexin 4 	669	1	0	1	0	0	0	0	0	0	mmu-miR-29a-3p	-0.28	-0.31	0.68	2005, 2007, 2009, 2011
Csrnp2	ENSMUST00000061457.5	cysteine-serine-rich nuclear protein 2 	35	1	1	0	0	0	0	0	0	0	mmu-miR-29a-3p	-0.28	-0.30	0.93	2007, 2009, 2011
Sppl2b	ENSMUST00000035597.8	signal peptide peptidase like 2B 	273	1	0	1	0	0	0	0	0	1	mmu-miR-29a-3p	-0.28	-0.28	0.56	2005, 2007, 2009, 2011
Klhl9	ENSMUST00000094993.2	kelch-like 9 	1056	1	0	1	0	0	0	0	0	1	mmu-miR-29a-3p	-0.28	-0.34	0.62	2007, 2009, 2011
Lasp1	ENSMUST00000043843.6	LIM and SH3 protein 1 	3589	1	1	0	0	0	0	0	0	2	mmu-miR-29a-3p	-0.28	-0.28	0.85	2005, 2007, 2009, 2011
Ppm1e	ENSMUST00000055438.4	protein phosphatase 1E (PP2C domain containing) 	49	1	0	1	0	0	0	0	0	1	mmu-miR-29a-3p	-0.28	-0.28	0.70	2005, 2007, 2009, 2011
Spast	ENSMUST00000024869.6	spastin 	1625	1	0	1	0	0	0	0	0	1	mmu-miR-29a-3p	-0.28	-0.40	0.85	2005, 2007, 2011
Pcyt1b	ENSMUST00000113933.3	phosphate cytidylyltransferase 1, choline, beta isoform 	45	2	0	1	1	0	0	0	0	0	mmu-miR-29a-3p	-0.28	-0.38	0.94	2007, 2009, 2011
Slc43a2	ENSMUST00000042561.8	solute carrier family 43, member 2 	861	1	1	0	0	2	0	2	0	0	mmu-miR-29a-3p	-0.28	-0.31	0.93	2005, 2007, 2009, 2011
